Person,Partei,"Region (BVV, WK2, WK4, WK5)",Fragenummer,"Zustimmungsaussage (ja = zustimmung, nein = nicht Zustimmung, 0 = neutral)",Begründung
Damiano Valgolio,die Linke,WK5,4,ja,"Angebote und Anlaufstellen fördern, Menschen, die einen Ausweg aus Drogenkriminalität und -abhängigkeit suchen dabei unterstützen, praktische Hilfe wie Sprachkurse, Vermittlung von Wohnungen, Beschäftigung oder medizinische Versorgung bieten."
Damiano Valgolio,die Linke,WK5,5,ja,"DIE LINKE setzt sich für eine Kompensation der Kosten durch das Land ein, die den von Tourismus am meisten belasteten Bezirke durch die erweiterte Stadtreinigung und anderenorts zusätzlich entstehen. Die Einnahmen aus der City-Tax den Bezirken zukommen zu lassen, kann dazu ein geeignetes Instrument sein."
Damiano Valgolio,die Linke,WK5,6,ja,Das Bezirksamt hat diesbezüglich schon erste Versuche unternommen. Diese müssen ausgewertet und weiterentwickelt werden.
Damiano Valgolio,die Linke,WK5,7,ja,"Wir treten dafür ein, die massive Anhäufung von Gastronomie in bestimmten Gebieten wie zum Beispiel am Boxhagener Platz zu verhindern bzw. zu verringern. Zudem fordern wir für hochbelastete Wohngebiete Lärmschutz- und Verkehrsmessungen ein und wo notwendig konsequente Maßnahmen zum Schutz der Anwohnerinnen und Anwohner"
Damiano Valgolio,die Linke,WK5,8,ja,"Oberstes Gebot ist es, Zweckentfremdung von Wohnraum durch Ferienwohnungen konsequent zu verhindern"
Damiano Valgolio,die Linke,WK5,9,ja,"Wir treten dafür ein, die massive Anhäufung von Gastronomie in bestimmten Gebieten wie zum Beispiel am Boxhagener Platz zu verhindern bzw. zu verringern."
Damiano Valgolio,die Linke,WK5,10,ja,Wir setzen uns für starke und vor allem handlungsfähige Bezirke ein. Der Stellenabbau der letzten Jahre hat die Bezirksverwaltungen überfordert. Mehr Personal ist in vielen Bereichen unabdingbar. Das gilt auch für den Allgemeinen Ordnungsdienst.
Damiano Valgolio,die Linke,WK5,11,ja,"DIE LINKE setzt sich für mehr Müllkörbe und deren häufigere Leerung in Gebieten ein, in denen sich besonders viele Menschen täglich aufhalten und Abfall produzieren. Darüber hinaus wollen wir, dass Straßen und öffentliche Plätze öfter gereinigt werden und Grünflächen als Erholungsflächen genutzt werden können. Ein Gegeneinander der unterschiedlichen Nutzungsformen darf es nicht geben. Vielmehr sollte es abgegrenzte Flächen, zum Beispiel für Hunde und zum Grillen, geben. Die Grünflächen müssen regelmäßig gepflegt und gereinigt werden. Wir wollen dazu neue Kooperationen der Verwaltung mit der BSR und den Wirtschaftsunternehmen des Bezirks initiieren, damit die geringen öffentlichen Mittel sinnvoll eingesetzt werden und sich die ansässigen Unternehmen an den Kosten beteiligen. Die Reinigung mehrerer Parkanlagen durch die BSR ist ein Schritt in die richtige Richtung."
Damiano Valgolio,die Linke,WK5,12,ja,Die Clubcommission ist Interessenvertreterin und kann keine neutrale Moderation garantieren.
Damiano Valgolio,die Linke,WK5,13,ja,"DIE LINKE will keine reinen touristischen ""Mono-Kulturen"" in der Stadt. Wir setzen uns für eine diversifizierte Gewerbelandschaft ein."
Damiano Valgolio,die Linke,WK5,14,ja,
Damiano Valgolio,die Linke,WK5,15,ja,"DIE LINKE unterstützt den Vorschlag verschiedener Kiez-Initiativen zur Errichtung eines Beratungsbüros für Veranstaltungen im öffentlichen Raum, das Veranstalterinnen und Veranstalter nicht-kommerzieller Aktivitäten bei der Erstellung ihrer Anträge unterstützt und alle Informationen bündelt."
Damiano Valgolio,die Linke,WK5,16,ja,Nicht-kommerzielle kiezbezogene Veranstaltungen sollten gegenüber kommerzeillen Events bevorzugt behandelt und genehmigt werden.
Damiano Valgolio,die Linke,WK5,17,ja,"Wir haben bisher gegen den Ausbau der A100 bis zum Treptower Park gekämpft und wer den uns genauso gegen den nächsten Bauabschnitt über die Frankfurter Allee bis zur Storkower Straße, der aktuell von CDU und SPD auf Landesebene geplant und vorbereitet wird, einsetzen"
Damiano Valgolio,die Linke,WK5,18,ja,"Die Zweckentfremdung von Parkflächen für ""Werbe-Anhänger"" sollte unterbunden werden. Die notwendigen rechtlichen Maßnahmen sind zu prüfen."
Damiano Valgolio,die Linke,WK5,19,ja,"Wir wollen, dass es in allen Schulen ausreichend Mittel, Personal und Räume für ein ganztägiges Angebot wie auch für selbstorganisierte Initiativen und Arbeitsgemeinschaften gibt."
Damiano Valgolio,die Linke,WK5,20,ja,"Kurzfristig sind Modularbauten zum Teil leider unvermeidbar, um die notwendigen Schulplätze zu schaffen. Unser Ziel ist jedoch eine langfristige Bildungsplanung sein, die den Bau der benötigten Schulen, die Ausbildung und Einstellung des benötigten Personals und die ausreichende finanziellen Ausstattung der Schulen umfasst."
Damiano Valgolio,die Linke,WK5,21,ja,"Wo immer möglich, sollten Land und Bezirk alle Möglichkeiten nutzen, bestehende Jugend- und Bildungseinrichtungen vor Verdrängung durch kommerzielle Bauprojekte zu schützen"
Damiano Valgolio,die Linke,WK5,22,nein,"Wir wehren uns gegen eine zunehmende Kommerzialisierung des öffentlichen Raumes und insbesondere von Grünflächen. Wir treten für eine Reduzierung der kommerziellen Nutzung öffentlicher Plätze ein. Das gilt insbesondere für rein kommerzielle Großprojekte, die zu Lasten der Lebensqualität der Anwohnerinnen und Anwohner gehen. Ein vollständiges Verbot der kommerziellen Nutzung öffentlicher Plätze, halten wir jedoch für nicht sinnvoll, insbesondere wenn es um Kleingewerbetreibende geht. Wir wollen eine Diskussion im Bezirk und seinen Kiezen führen, welches Maß der Nutzung vereinbar ist mit dem Anspruch, dass der öffentliche Raum allen gehört, die hier leben. Entsprechende Anträge auf Sondernutzung sind am Einzelfall zu prüfen und zu entscheiden."
Damiano Valgolio,die Linke,WK5,23,ja,"Ungenutztes Bauland muss von der öffentlichen Hand erworben werden. Dann kann es - je nach Bedarf (Schulen, Wohnen etc.) - genutzt werden."
Damiano Valgolio,die Linke,WK5,24,ja,"Was sonst?! Im Friedrichshainer Nordkiez müssen wir seit Monaten beobachten, dass die Bewohnerinnen und Bewohner durch anlasslose Personenkontrollen und Passierverbote schikaniert und in ihrem Lebensalltag stark
 werden eingeschränkt. Diese Belästigung der Anwohnerinnen und Anwohner und der Besucherinnen und muss umgehend ein Ende haben."
Damiano Valgolio,die Linke,WK5,25,ja,"Wir setzen uns dafür ein, dass das Wohn- und Kulturprojekt Rigaer 94 erhalten bleibt."
Damiano Valgolio,die Linke,WK5,26,ja,DIE LINKE verurteilt rechtswidrige Räumungen und ist sehr aktiv in der parlamentarischen Aufarbeitung solcher Vorgänge. Wir ermutigen betroffene auch zivilrechtlich dagegen vorzugehen.
Damiano Valgolio,die Linke,WK5,27,ja,"Wir weisen die Versuche der Polizeiführung und des Innensenators, linke Kiez-Strukturen zu schikanieren zurück. Im Gegenteil: Alternative, linke Strukturen gilt es zu unterstützen und zu stärken. Selbstverwaltete Wohnprojekte sind Teil einer alternativen Stadtentwicklung, die wir weiter unterstützen und fördern wollen. Dazu gehören auch (ehemals) besetzte Häuser und Hausprojekte. Wir wenden uns gegen deren Kriminalisierung und wollen sie als widerständige Teile der Identität Friedrichshain-Kreuzbergs erhalten."
Damiano Valgolio,die Linke,WK5,28,ja,"Wir wollen Angebote und Anlaufstellen fördern, die Menschen, die einen Ausweg aus Drogenkriminalität und -abhängigkeit suchen, praktische Hilfe bei der Vermittlung von Wohnungen, Beschäftigung oder medizinischer Versorgung bieten. Die Straßensozialarbeit ist auszubauen."
Damiano Valgolio,die Linke,WK5,29,ja,"Auch wir wollen die grassierende Obdachlosigkeit und das zunehmend aggressive Betteln verringern. Doch die dem zugrunde liegenden soziale Probleme lassen sich in mit polizeilichen Mitteln lösen, sofern es nicht zu offensichtlichen Straftaten kommt. Wir wollen stattdessen vor allem Angebote und Anlaufstellen fördern, die Menschen, die in Not sind, praktische Hilfe bei der Vermittlung von Wohnungen, Beschäftigung oder medizinischer Versorgung bieten. Die Straßensozialarbeit ist auszubauen."
Damiano Valgolio,die Linke,WK5,30,ja,"Hier kommt hinzu, dass auch die Umwandlung von bereits bestehenden Wohn- und Geschäftsräumen in für die meisten Menschen unbezahlbaren Luxuswohnungen verhindert werden muss."
Damiano Valgolio,die Linke,WK5,31,ja,"Der Kampf gegen die Zerstörung bezahlbaren Wohnraums und die Verdängung der bsiherigen Bewohnerinnen und Bewohner unseres Bezirks hat für uns oberste Priorität. Auf Landes- und Bezirksebene sind alle vorhandenen Instrumente auszunutzen, um ein weiters Steigen der Mieten zu stoppen und neuen bezahlbaren Wohnraum zu schaffen. Wir wollen Zwangsumzüge verhindern. Durch angemessene Mietkostenübernahmeregelungen sollen auch Menschen, die auf Transferleistungen (Hartz IV, Sozialhilfe oder Grundsicherung im Alter) angewiesen sind, in ihrem bisherigen sozialen Umfeld wohnen bleiben können."
Damiano Valgolio,die Linke,WK5,32,ja,Notfalls sollte das Bezirksamt alle rechtlichen Möglichkeiten ausschöpfen um der Zweckentfremdung durch Leerstand entgegenzuwirken.
Damiano Valgolio,die Linke,WK5,33,ja,"Aufgrund der massiven baulichen Nachverdichtung im Bezirk müssen auch die Bauherren/Investoren in die Pflicht genommen werden, wenn es um die Schaffung drinngend benötigter sozialer Infrastruktur geht."
Damiano Valgolio,die Linke,WK5,34,ja,"Wir halte es für eine zentrale Aufgabe für die Landes- wie die Bezirkspolitik, dafür zu sorgen dass die Verdrängung von Menschen mit geringem Einkommen an den Stadtrand gestoppt wird und sich auch Menschen mit einem kleinen Geldbeutel das Leben in der Innenstadt künftig noch leisten können."
Damiano Valgolio,die Linke,WK5,35,ja,"Auch wenn der Begriff ""Compliance"" an dieser Stelle etwas missverständlich ist, so setzen wir uns in jedem Fall für konsequente Maßnahmen ein, um Korruption und Interessenkonflikte bei der Vergabe von Baurechten oder ähnlichen Vorgängen zu unterbinden. Zudem erwarten wir, dass Bauherren/Investoren wo immer möglich in die Pflicht genommen werden, wenn es um die Schaffung drinngend benötigter sozialer Infrastruktur geht."
Damiano Valgolio,die Linke,WK5,36,ja,Wir möchten das RAW als Kulturstandort langfristig sichern. DIE LINKE setzt sich für die weitere Nutzung des RAW als Ort von Erholungs- und Freizeitangeboten für die Anwohnerinnen und Anwohner sowie als Ort für bezahlbare Produktionsräume für Künstlerinnen und Künstler ein.
Damiano Valgolio,die Linke,WK5,37,ja,"DIE LINKE unterstützt den Ausbau des bezirklichen Fahrradroutensystems und dabei insbesondere neue Fahrradstreifen auf der Straße. Gerade entlang der Hauptverkehrsstraßen wie der Skalitzer Straße oder dem Tempelhofer Ufer muss es möglich sein, ungehindert und sicher mit dem Fahrrad unterwegs zu sein. Die Abstellmöglichkeiten für Fahrräder müssen nicht nur vor Bahnhöfen und Einkaufsbereichen, sondern auch in Wohngebieten ausgebaut werden."
Damiano Valgolio,die Linke,WK5,38,ja,"DIE LINKE setzt sich für starke und leistungsfähige Bezirke ein. Das kann nur funktionieren, wenn die Aufgaben von Bezirken und Senatsverwaltung klar definiert und abgegrenzt sind. Ob dafür eine Verfassungsänderung notwenig ist, wird sich zeigen."
Bernd Schlömer,FDP,WK5,1,nein,"Tourismus bereichert unseren Bezirk! Friedrichshain-Kreuzberg ist der Inbegriff des weltweit bekannten Berliner (Nacht-)Lebens und zieht jährlich Millionen von Menschen an. Darauf sind wir stolz. Wir freuen uns nicht nur über den Austausch mit Reisenden aus allen Ländern, sondern sehen auch das wirtschaftliche Potenzial dahinter. Tausende Arbeitsplätze hängen in Berlin mittlerweile an der Gastronomie und etliche Betriebe profitieren von der Beliebtheit. Wir setzen uns für eine Prüfung von Freiheitsgebieten in den als besonders lebendig ausgezeichneten Bezirksteilen ein. Hier können Grenzen vom Ordnungsamt weiter gefasst werden, wenn es z.B. um Ruhephasen geht. Diese größeren Freiheiten machen sie schließlich besonders attraktiv für kreativ Schaffende und können auch von Anwohner*innen wertgeschätzt werden. So kann es beispielsweise bei Neuvermietungen oder Straßenkennzeichnungen entsprechende Hinweise zu den Freiheitsgebieten geben. Natürlich müssen auch hier Regeln gelten; insbesondere familiäre Wohngegenden kommen nicht infrage. Die FDP erkennt jedoch auch die Probleme, die mit der zunehmenden Zahl an BesucherInnen entstehen. Die Stadtreinigung muss dementsprechend ausgeweitet und Konzepte gegen die wachsende Kriminalität erstellt werden."
Bernd Schlömer,FDP,WK5,2,ja,"Das Gewaltmonopol übt die Polizei aus. Sie ist dabei Partnerin und nicht Gegner der Bevölkerung. Eine gute Kommunikation und Zusammenarbeit ist zwingend notwendig, um die Probleme im Bezirk zu lösen. Wir setzen uns für eine Ausweitung der polizeilichen Fußstreife um Brennpunkte herum und somit für mehr Polizeipräsenz ein. Dies sorgt lokal für mehr Sicherheit vor Raubüberfällen und Taschendiebstahl und dämpft das Problem des Vandalismus."
Bernd Schlömer,FDP,WK5,3,ja,"Die Ursachen für diese Kriminalität liegen in der Tat viel tiefer. Hier reicht es nicht, mit mehr Polizei nur die Symptome zu bekämpfen. Durch langfristige Integrationsmaßnahmen kann den Menschen eine attraktivere und dauerhaftere Perspektive außerhalb der Kriminaltität geboten werden."
Bernd Schlömer,FDP,WK5,4,ja,"Die Ursachen für diese Kriminalität liegen in der Tat viel tiefer. Hier reicht es nicht, mit mehr Polizei nur die Symptome zu bekämpfen. Durch individuelle Betreuung durch Streetworker kann den Menschen beim Ausstieg aus der Kriminalität geholfen werden."
Bernd Schlömer,FDP,WK5,5,neutral,"Unser Ziel ist die Abschaffung der City Tax, da Touristen in Berlin ohnehin viel Geld in Hotels, Clubs, Ferienwohnungen, Bars, Restaurants und Sehenswürdigkeiten ausgeben. Durch die Besteuerung dieser Wirtschaftstreibenden profitieren Berlin und der Bezirk ungemein. Die zusätzliche Übernachtungssteuer (sog. City Tax) ist deshalb lediglich eine weitere Verwaltungstätigkeit und schafft keinen Mehrwert. Solange die City Tax allerdings noch besteht, sind wir auf jeden Fall dafür, dass sie direkt in die betroffenen Gebiete fließt, die damit z. B. die erweiterte Stadtreinigung zu finanzieren. Fällt die City Tax weg, muss demnentsprechend mehr Geld vom Senat bereitgestellt werden."
Bernd Schlömer,FDP,WK5,6,ja,"Dieses Bewusstsein gilt es überall und bei jedem, egal ob Anwohner oder Besucher, zu schaffen, nicht nur in Szenekiezen."
Bernd Schlömer,FDP,WK5,7,nein,Als liberale Partei lehnen wir kleinteilige Verbote ab. Auch sehen wir Friedrichshain als Innenstadtbezirk und nicht als reinen Wohnkiez.
Bernd Schlömer,FDP,WK5,8,neutral,"Jein. Grundsätzlich setzen wir uns eine komplette Legalisierung von Home Sharing ein - d.h. man soll seine eigene Wohnung, in der man auch seinen Hauptwohnsitz hat, komplett oder zu Teilen zeitweise als Ferienwohnung oder Ferienzimmer vermieten dürfen. Dadurch wird kein Wohnraum entzogen. Bezüglich kommerzieller Ferienwohnungen setzen wir uns für eine Regelung, aber nicht ein vollständiges Verbot von Ferienwohnungen ein. Das behinhaltet z. B. die Reduzierung der Ferienwohnungsdichte in bestimmten, bereits stark belasteten Gebieten. Dennoch wollen wir die Wahlfreiheit für Berlinbesucher bezüglich ihrer Unterkunft grundsätzlich wahren."
Bernd Schlömer,FDP,WK5,9,nein,"Wir meinen: Solange für eine übermäßige Inanspruchnahme öffentlichen Straßenraumes eine entsprechende Entschädigung gezahlt wird, die wiederum dem öffentlichen Raum zugute kommt, sehen wir keinen Handlungsbedarf."
Bernd Schlömer,FDP,WK5,10,nein,"Geld ist nicht unbegrenzt vorhanden. Wir möchten daher eine solche Investition zunächst prüfen und einschätzen, ob eine Investition in Bildung/Schulraum einen größeren Einfluss auf das Gemeinwohl hat."
Bernd Schlömer,FDP,WK5,11,ja,"Der Umfang der Stadtreinigung (Reinigungszeiten, Reinigungsintervall, Anzahl der Abfallbehälter etc.) muss an den Zuwachs an Einwohnern und Besuchern angepasst werden."
Bernd Schlömer,FDP,WK5,12,neutral,
Bernd Schlömer,FDP,WK5,13,neutral,"Eine gute Durchmischung der Gewerbelandschaft zwischen Gastronomie und anderem Kleingewerbe kann angestrebt und kommuniziert werden, eine entsprechende finanzielle Förderung lehnen wir jedoch ab."
Bernd Schlömer,FDP,WK5,14,ja,Transparenz fördert in jedem Fall mehr Demokratie und Verständnis in der Bevölkerung.
Bernd Schlömer,FDP,WK5,15,ja,Nachbarschaftsinitiativen etc. sind im Sinne einer aktiven Beteiligung der Bewohner an der Bürgergesellschaft begrüßenswert und im Sinne einer erleichterten Genehmigungskultur zu unterstützen.
Bernd Schlömer,FDP,WK5,16,nein,"Das Ordnungsamt ist lediglich ein ausführendes Organ der Verwaltung und kann sich dementsprechend nicht für oder gegen Dinge einsetzen. Eine gute Möglichkeit, die Belange der Kiezkultur und -nachbarschaft, sich selbstbewusst und selbstverantwortlich für ihre Belange einzusetzen, stellt zum Beispiel die Fragestunde in der Bezirksverordnetenversammlung dar."
Bernd Schlömer,FDP,WK5,17,nein,Zur Entlastung großer Teile von Neukölln und der gesamten Innenstadt Berlins befürworten wir den (Weiter-)Bau der A100.
Bernd Schlömer,FDP,WK5,18,ja,Die kostenlose Inanspruchnahme öffentlichen Raumes zu Werbezwecken lehnen wir ab. Dies ist jedoch nicht als allgemeine Aussage gegen Werbung zu verstehen.
Bernd Schlömer,FDP,WK5,19,ja,"Es muss genau geprüft werden, welche Grundstücke für Neu- und Anbauten geeignet sind, zusätzlich muss bei Wohnneubauten darauf geachtet werden, dass auch in die dafür notwendige Infrastruktur, u. a. Schul- u. Kitaplätze, investiert wird."
Bernd Schlömer,FDP,WK5,20,neutral,"Modularbauten sind kurzfristig die einzige Lösung, um in Friedrichshain das Missverhältnis Schüler - Schulplätze auszugleichen, da der Bau von festen Schulgebäuden zwischen 5 und 10 Jahren dauert. Auf lange Frist sind natürlich feste Schulgebäude essentiell für ein gutes Lernklima."
Bernd Schlömer,FDP,WK5,21,neutral,"Grundsätzlich haben Jugend- und Bildungseinrichtungen Priorität. Allerdings muss hier auch pragmatisch, nach Augenmaß und einzelfallorientiert vorgegangen werden, eine pauschale Aussage diesbezüglich lehnen wir ab."
Bernd Schlömer,FDP,WK5,22,nein,Öffentliche Plätze sollen gegen eine Nutzungsgebühr auch kommerziell genutzt werden dürfen. Dies stellt auch eine Einnahmequelle für den Bezirk dar.
Bernd Schlömer,FDP,WK5,23,neutral,"Der Bau von Schulen ist dringend notwendig. Allerdings ist der Neubau von Schulen auch abhängig von der Schuldichte in der nächsten Umgebung. Darüber hinaus braucht unser Bezirk auch dringend Wohnungsneubau. Bei der Vergabe von Bauland und -recht befürworten wir deshalb eine pragmatische, einzefallorientierte Vorgehensweise nach Augenmaß. Eine pauschale Regelung lehnen wir ab."
Bernd Schlömer,FDP,WK5,24,neutral,"Die Aufgabe rund um die Rigaer94 muss sein, unter Vermittlung an einem verbindlichen Deeskalationskonzept zu arbeiten. Dafür müssen Gespräche mit allen Beteiligten geführt werden. Ein Deeskalationskonzept dient dem Ziel, die Gesamtsituation zu befrieden: Anwohner haben ein Recht auf friedliches Leben und Wohnen. Die Tolerierung von linksextremen und -extremistischen Gewaltausbrüchen lehnen wir allerdings strikt ab. Wir stehen zu dem Grundsatz, dass das Gewaltmonopol beim Staat liegen muss."
Bernd Schlömer,FDP,WK5,25,neutral,"Die Beurteilung dieser Frage ist nicht Aufgabe der Politik, sondern der Justiz, die über Recht- oder Unrechtmäßigkeit der Vorgänge entscheidet."
Bernd Schlömer,FDP,WK5,26,neutral,"Die Beurteilung dieser Frage ist nicht Aufgabe der Politik, sondern der Justiz, die über Recht- oder Unrechtmäßigkeit der Vorgänge entscheidet. Hier liegt auch die Entscheidung über mögliche Entschädigungen."
Bernd Schlömer,FDP,WK5,27,ja,"Grundsätzlich sind wir der Meinung, dass in einem Rechtsstaat niemand schikaniert wird bzw. schikaniert werden darf. Wird Schikane vermutet, befürworten wir rechtliche Schritte. Davon abgesehen lehnen wir jedoch jegliche Art von Extremismus und Radikalismus strikt ab."
Bernd Schlömer,FDP,WK5,28,ja,"Bezüglich der Obdachlosenbetreuung gibt es bereits viele Projekte, die unterstützenswert sind. Dies sollte auch in der Gesellschaft sichtbarer gemacht werden."
Bernd Schlömer,FDP,WK5,29,neutral,"Obdachlosen müssen ausreichend Möglichkeiten zur Körperhygiene sowie Hilfsangebote zur Beendigung der Obdachslosigkeit/Bettelei angeboten werden. Hierfür gibt es bereits zahlreiche Projekte, die unterstützenswert sind. Weitere Integrationsmaßnahmen sind denkbar. Allerdings lehnen wir es ab, Menschen dazu zu zwingen, diese Angebote auch anzunehmen. Jeder Mensch hat das Recht, sich im öffentlichen Raum aufzuhalten."
Bernd Schlömer,FDP,WK5,30,nein,"Bezahlbarer, ausreichend vorhandener Wohnraum lässt sich nur durch die Generierung weiteren Wohnraums gewährleisten. Wir fordern daher die gezielte Unterstützung von privaten Miet-Neubau-Projekten. Damit wollen wir langfristig erschwingliche Preise sicherstellen. Auch der Ausbau von Dachgeschossen und die Dachgeschossaufstockung sind notwendige Instrumente. Auch Eigentumswohnungen tragen zur Entspannung des Wohnungsmarktes bei, da sie entweder als Mietwohnung genutzt werden oder von den Eigentümern selbst bewohnt werden."
Bernd Schlömer,FDP,WK5,31,neutral,Steigenden Mieten ist durch die Generierung weiteren Wohnraums entgegen zu treten. Dies kann auch in privater Hand geschehen. Verdrängung ist nur durch die Schaffung ausreichenden Wohnraums zu verhindern. Vergleiche dazu auch Frage 32. Die Regulierung von Zuzug lehnen wir defintiv ab. Jeder Mensch soll in unserem Kiez willkommen sein.
Bernd Schlömer,FDP,WK5,32,nein,"Leerstände sind durch das ZwVbG rechtswidrig. Es liegt in der Verantwortung des Besitzers, den Leerstand zu beseitigen. Eine soziale Nutzung ist vorbildlich, liegt aber nicht in der Entscheidungsgewalt der Politik."
Bernd Schlömer,FDP,WK5,33,ja,"Wir befürworten, diese Baubedingungen frühzeitig und verbindlich im jeweiligen Bebauungsplan festzuhalten."
Bernd Schlömer,FDP,WK5,34,nein,"Eine homogene Struktur lehnen wir ab. Nur eine heterogene Bevölkerung mit guter sozialer Durchmischung sorgt für ein offenes und freundliches Gesellschaftsklima. Obligatorisch dafür ist für alle ausreichender Wohnraum. Dies muss durch schnelle, unbürokratische Baumaßnahmen, sowohl bei städtischen als auch bei privaten Bauherren, in Angriff genommen werden."
Bernd Schlömer,FDP,WK5,35,ja,Als liberale Partei befürworten wir Transparenz als Grundstein unserer Demokratie.
Bernd Schlömer,FDP,WK5,36,neutral,"Kulturgelände wie das RAW bereichern unseren Kiez und machen ihn einzigartig. Allerdings lehnen wir eine Konservierung des Geländes ab. Eine Entwicklung des Geländes, unter Einbezug der Mieter, muss grundsätzlich möglich sein."
Bernd Schlömer,FDP,WK5,37,ja,Die FDP Friedrichshain-Kreuzberg setzt sich für eine Gleichberechtigung aller Verkehrsteilnehmer ein. Hier steht insbesondere das Fahrrad noch zurück. Deshalb unterstützen wir auch den Volksentscheid Fahrrad.
Bernd Schlömer,FDP,WK5,38,ja,
Felix J. Just,Piraten,WK5,1,ja,"Grundsätzlich ist es begrüßenswert, dass Friedrichshain-Kreuzberg ein so gutes Image hat, dass es Menschen aus aller Wert und den unterschiedlichsten Kulturkreisen hier herzieht. Leider sind bringt dies nicht nur positive, sondern auch negative Aspekte mit sich. Eine bessere Einhaltung der Tischzahlen und der Standzeiten von Außentischen zum Beispiel könnten den nachvollziehbaren Unmut in der Friedrichshain-Kreuzberger Bevölkerung verringern. Hilfreich hierfür könnte eine Nachtbürgermeisterin sein, die durch die Bewohner des Bezirks gewählt wird und sich um genau diese Probleme kümmern kann."
Felix J. Just,Piraten,WK5,2,nein,"In den Fragen werden 3 Lösungsansätze angesprochen (Polizei, Integration, Streetworker).
 Die Konzentration auf nur einen dieser Lösungsvorschläge wird keinen Erfolg bringen. 
 
 Diebstahls- und Sexualdelikte, sowie der Umgang mit diesen ist im Strafgesetzbuch definiert, und müssen streng verfolgt und geahndet werden. Hierfür ist der Einsatz von Polizeikräften durchaus sinnvoll. Wir würden es begrüßen, wenn die Polizeibeamten sich hier stärker um die Opfer kümmern könnten anstatt sinnlos die Bewohner im Friedrichshainer Nordkiez zu schikanieren. Ob die Einrichtung einer mobilen Polizeiwache den gewünschten Effekt hätte, muss bezweifelt werden – wie der erfolglose Test am Alexanderplatz zeigt.
 
 Der Handel mit Substanzen, die unter das Betäubungsmittelgesetz fallen und verboten sind, fällt jedoch in eine andere Kategorie von Straftaten, da hier weder klar ist wer die Opfer sind noch welches Rechtsgut durch den Handel mit Drogen gefährdet wird.
 
 Da das RAW-Gelände ein nicht bezirkseigenes Grundstück ist, sondern ein im Privatbesitz ist, sind die Handlungsmöglichkeiten für die BVV stark eingeschränkt. Da der Bezirk gegenüber der Polizei nicht weisungsbefugt ist, kann die BVV auch hier keinen Einfluss nehmen. Die Integrations- und Präventionsprogramme sowie die Schaffung von genügend StreetWorker-Stellen, die erforderlich sind um einen vernünftigen Umgang mit Drogen zu lehren und Menschen andere berufliche Perspektiven als illegalen Drogenhandel aufzuzeigen, können nicht aus dem Bezirkshaushalt finanziert werden, sondern müssen von Land, Bund oder EU ausreichende Mittel erhalten."
Felix J. Just,Piraten,WK5,3,ja,"In den Fragen werden 3 Lösungsansätze angesprochen (Polizei, Integration, Streetworker).
 Die Konzentration auf nur einen dieser Lösungsvorschläge wird keinen Erfolg bringen. 
 
 Diebstahls- und Sexualdelikte, sowie der Umgang mit diesen ist im Strafgesetzbuch definiert, und müssen streng verfolgt und geahndet werden. Hierfür ist der Einsatz von Polizeikräften durchaus sinnvoll. Wir würden es begrüßen, wenn die Polizeibeamten sich hier stärker um die Opfer kümmern könnten anstatt sinnlos die Bewohner im Friedrichshainer Nordkiez zu schikanieren. Ob die Einrichtung einer mobilen Polizeiwache den gewünschten Effekt hätte, muss bezweifelt werden – wie der erfolglose Test am Alexanderplatz zeigt.
 
 Der Handel mit Substanzen, die unter das Betäubungsmittelgesetz fallen und verboten sind, fällt jedoch in eine andere Kategorie von Straftaten, da hier weder klar ist wer die Opfer sind noch welches Rechtsgut durch den Handel mit Drogen gefährdet wird.
 
 Da das RAW-Gelände ein nicht bezirkseigenes Grundstück ist, sondern ein im Privatbesitz ist, sind die Handlungsmöglichkeiten für die BVV stark eingeschränkt. Da der Bezirk gegenüber der Polizei nicht weisungsbefugt ist, kann die BVV auch hier keinen Einfluss nehmen. Die Integrations- und Präventionsprogramme sowie die Schaffung von genügend StreetWorker-Stellen, die erforderlich sind um einen vernünftigen Umgang mit Drogen zu lehren und Menschen andere berufliche Perspektiven als illegalen Drogenhandel aufzuzeigen, können nicht aus dem Bezirkshaushalt finanziert werden, sondern müssen von Land, Bund oder EU ausreichende Mittel erhalten."
